"","A","B"
"27283","MAR09605","SLC38A5"
"27284","MAR09606","SLC38A5"
"27285","MAR09607","SLC5A6"
"27286","MAR09608","SLC5A6"
"27287","MAR09609","SLC5A6"
"27288","MAR09610","SLC13A2"
"27289","MAR09611","SLC2A13"
"27291","MAR09613","SLC6A13"
"33128","MAR09613","SLC6A11"
"42060","MAR09613","SLC6A1"
"27292","MAR09614","SLC6A3"
"27293","MAR09615","SLC6A2"
"33129","MAR09615","SLC6A3"
"27294","MAR09616","SLC6A5"
"33130","MAR09616","SLC6A9"
"27295","MAR09617","SLC6A7"
"27296","MAR09618","SLC22A2"
"33131","MAR09618","SLC22A1"
"27297","MAR09619","SLC47A1"
"33132","MAR09619","SLC47A2"
"27298","MAR09620","SLC5A7"
"27299","MAR09621","SLC10A6"
"27300","MAR09622","SLC22A12"
"27301","MAR09623","SLC22A7"
"33133","MAR09623","SLC22A11"
"27302","MAR09624","SLC22A7"
"33134","MAR09624","SLC22A11"
"27337","MAR04312","ARCN1"
"33135","MAR04312","COPE"
"42061","MAR04312","COPA"
"51529","MAR04312","COPB1"
"61189","MAR04312","COPG2"
"7940","MAR04312","COPG1"
"8800","MAR04312","COPB2"
"27340","MAR08022","SLC25A21"
"27342","MAR09015","SLC25A26"
"27344","MAR09020","SLC25A32"
"27346","MAR00158","ELOVL5"
"33136","MAR00158","AGPAT4"
"42062","MAR00158","PNPLA3"
"51530","MAR00158","TAFAZZIN"
"61190","MAR00158","LPCAT3"
"7941","MAR00158","LPGAT1"
"8801","MAR00158","MBOAT7"
"9657","MAR00158","ESCO1"
"10612","MAR00158","MBOAT2"
"11434","MAR00158","EGFR"
"12416","MAR00158","OXSM"
"13335","MAR00158","AGPAT3"
"14333","MAR00158","SLC33A1"
"15328","MAR00158","ELOVL6"
"16252","MAR00158","ESCO2"
"17243","MAR00158","LPCAT4"
"18237","MAR00158","HYAL3"
"19235","MAR00158","ELOVL2"
"27348","MAR00169","DBI"
"27379","MAR02116","FOSL1"
"27381","MAR02141","CYP24A1"
"27382","MAR02590","SLC25A20"
"27387","MAR03825","SLC25A13"
"33137","MAR03825","SLC25A12"
"27388","MAR03863","SLC25A13"
"33138","MAR03863","SLC25A12"
"27389","MAR03864","SLC25A13"
"33139","MAR03864","SLC25A12"
"27396","MAR03971","SLC25A10"
"27397","MAR04184","SUOX"
"27399","MAR04237","SLC25A21"
"27408","MAR04754","ABCB6"
"27409","MAR04756","ABCB6"
"27410","MAR04760","ABCB6"
"27411","MAR04843","ALDH3A1"
"33140","MAR04843","ALDH3B2"
"42063","MAR04843","ALDH1A3"
"27413","MAR04851","SLC25A10"
"27414","MAR04852","SLC25A11"
"27415","MAR04854","SLC25A10"
"27416","MAR04855","SLC25A11"
"27417","MAR04862","SLC25A10"
"27418","MAR04863","SLC25A10"
"27419","MAR04864","SLC25A10"
"27420","MAR04865","SLC25A10"
"27421","MAR04867","SLC25A10"
"27422","MAR04868","SLC25A10"
"27423","MAR04870","SLC25A10"
"27424","MAR04871","SLC25A10"
"27425","MAR04872","SLC25A10"
"27427","MAR04888","AQP8"
"27430","MAR04914","SLC25A16"
"33141","MAR04914","SLC25A42"
"27432","MAR04926","MPC1"
"33142","MAR04926","MPC2"
"42064","MAR04926","MPC1L"
"27433","MAR04940","SLC25A10"
"27434","MAR04944","SLC19A1"
"27435","MAR04951","AQP9"
"27439","MAR04964","SLC25A1"
"27440","MAR04971","SLC25A1"
"27441","MAR04972","SLC25A1"
"27443","MAR04977","SLC16A1"
"27445","MAR04997","SLC29A1"
"33143","MAR04997","SLC29A2"
"27450","MAR05016","SLC16A1"
"27451","MAR05022","RHAG"
"33144","MAR05022","RHBG"
"42065","MAR05022","RHCG"
"27452","MAR05031","SLC29A1"
"27453","MAR05033","SLC29A1"
"27454","MAR05036","SLC29A1"
"27455","MAR05043","SLC25A3"
"27456","MAR05046","STARD3"
"27461","MAR05105","SLC25A15"
"33145","MAR05105","SLC25A2"
"27465","MAR05113","SFXN1"
"27466","MAR05114","SFXN1"
"33146","MAR05114","SFXN3"
"27472","MAR05122","SLC25A22"
"33147","MAR05122","SLC25A18"
"27473","MAR05124","SLC25A38"
"27480","MAR05292","SLC16A12"
"33148","MAR05292","SLC16A9"
"42066","MAR05292","SLC16A13"
"27482","MAR05348","SLC16A8"
"33149","MAR05348","SLC16A6"
"42067","MAR05348","SLC16A7"
"51531","MAR05348","SLC16A3"
"61191","MAR05348","SLC16A1"
"7942","MAR05348","SLC16A4"
"8802","MAR05348","SLC16A5"
"27483","MAR05349","SLC16A8"
"33150","MAR05349","SLC16A6"
"42068","MAR05349","SLC16A7"
"51532","MAR05349","SLC16A3"
"61192","MAR05349","SLC16A1"
"7943","MAR05349","SLC16A4"
"8803","MAR05349","SLC16A5"
"27485","MAR05411","SLC16A1"
"27486","MAR05420","SLC25A37"
"33151","MAR05420","SLC25A28"
"27488","MAR06276","SLC25A1"
"27489","MAR06277","SLC25A1"
"27490","MAR06286","SLC25A1"
"27491","MAR06287","SLC25A1"
"27492","MAR06288","SLC25A1"
"27493","MAR06289","SLC25A1"
"27494","MAR06290","SLC25A1"
"27495","MAR06291","SLC25A1"
"27496","MAR06292","SLC25A1"
"27497","MAR06293","SLC25A1"
"27498","MAR06294","SLC25A1"
"27499","MAR06295","SLC25A1"
"27500","MAR06296","SLC25A1"
"27501","MAR06297","SLC25A1"
"27502","MAR06298","SLC25A1"
"27503","MAR06299","SLC25A2"
"27504","MAR06300","SLC25A2"
"27505","MAR06301","SLC25A15"
"33152","MAR06301","SLC25A2"
"27506","MAR06302","SLC25A15"
"33153","MAR06302","SLC25A2"
"27507","MAR06303","SLC25A2"
"27508","MAR06304","SLC25A2"
"27509","MAR06305","SLC25A2"
"27510","MAR06306","SLC25A2"
"27511","MAR06307","SLC25A15"
"33154","MAR06307","SLC25A2"
"27512","MAR06308","SLC25A15"
"33155","MAR06308","SLC25A2"
"27513","MAR06309","SLC25A2"
"27514","MAR06310","SLC25A2"
"27515","MAR06311","SLC25A2"
"27516","MAR06312","SLC25A2"
"27517","MAR06313","SLC25A15"
"33156","MAR06313","SLC25A2"
"27518","MAR06314","SLC25A15"
"33157","MAR06314","SLC25A2"
"27519","MAR06315","SLC25A2"
"27520","MAR06316","SLC25A2"
"27521","MAR06317","SLC25A15"
"33158","MAR06317","SLC25A2"
"27522","MAR06318","SLC25A15"
"33159","MAR06318","SLC25A2"
"27523","MAR06321","SLC25A15"
"33160","MAR06321","SLC25A2"
"27524","MAR06323","SLC25A15"
"33161","MAR06323","SLC25A2"
"27525","MAR06324","SLC25A15"
"33162","MAR06324","SLC25A2"
"27526","MAR06325","SLC25A2"
"27527","MAR06326","SLC25A2"
"27528","MAR06327","SLC25A15"
"33163","MAR06327","SLC25A2"
"27529","MAR06328","SLC25A5"
"33164","MAR06328","SLC25A4"
"42069","MAR06328","SLC25A6"
"27530","MAR06330","SLC25A10"
"27531","MAR06331","SLC25A10"
"27532","MAR06332","SLC25A19"
"27533","MAR06333","SLC25A19"
"27534","MAR06334","SLC25A19"
"27535","MAR06335","SLC25A19"
"27536","MAR06336","SLC25A19"
"27537","MAR06337","SLC25A19"
"27538","MAR06338","SLC25A19"
"27539","MAR06339","SLC25A19"
"27540","MAR06340","SLC25A19"
"27541","MAR06341","SLC25A19"
"27542","MAR06342","SLC25A19"
"27543","MAR06343","SLC25A19"
"27544","MAR06389","SLC37A1"
"27545","MAR06391","SLC25A11"
"27556","MAR06521","SLC25A10"
"27557","MAR06522","SLC25A10"
"27563","MAR07638","SLC25A14"
"33165","MAR07638","UCP1"
"42070","MAR07638","SLC25A27"
"51533","MAR07638","UCP3"
"61193","MAR07638","UCP2"
"27565","MAR07719","SLC29A1"
"27566","MAR07723","SLC29A1"
"27567","MAR07757","DBI"
"27568","MAR07758","DBI"
"27569","MAR07760","SLC29A4"
"27570","MAR07769","SLC25A26"
"27571","MAR07804","SLC25A19"
"27572","MAR07806","SLC25A19"
"27573","MAR07808","SLC25A19"
"27574","MAR07810","SLC25A19"
"27575","MAR07812","SLC25A19"
"27576","MAR07814","SLC25A19"
"27577","MAR07815","SLC25A19"
"27578","MAR07816","SLC25A19"
"27579","MAR07818","SLC25A19"
"27580","MAR07820","SLC25A19"
"27581","MAR07822","SLC25A19"
"27582","MAR07824","SLC25A19"
"27583","MAR07825","SLC25A19"
"27584","MAR07826","SLC25A19"
"27585","MAR07827","SLC25A19"
"27586","MAR07828","SLC25A19"
"27587","MAR07829","SLC25A19"
"27588","MAR07830","SLC25A19"
"27589","MAR07831","SLC25A19"
"27590","MAR07832","SLC25A19"
"27591","MAR07833","SLC25A19"
"27592","MAR07834","SLC25A19"
"27593","MAR07835","SLC25A19"
"27594","MAR07836","SLC25A19"
"27595","MAR07837","SLC25A19"
"27596","MAR07838","SLC25A19"
"27597","MAR07839","SLC25A19"
"27598","MAR07840","SLC25A19"
"27599","MAR07841","SLC25A19"
"27600","MAR07842","SLC25A19"
"27601","MAR07843","SLC25A19"
"27602","MAR07844","SLC25A19"
"27603","MAR07845","SLC25A19"
"27604","MAR07846","SLC25A19"
"27605","MAR07847","SLC25A19"
"27606","MAR07848","SLC25A19"
"27607","MAR07849","SLC25A19"
"27608","MAR07850","SLC25A19"
"27609","MAR07851","SLC25A19"
"27610","MAR07852","SLC25A19"
"27611","MAR07853","SLC25A19"
"27612","MAR07854","SLC25A19"
"27623","MAR08089","ABAT"
"27632","MAR08365","SLC16A1"
"27635","MAR08475","SLC29A1"
"33166","MAR08475","SLC29A2"
"27638","MAR08513","SLC16A1"
"27642","MAR08614","MMAA"
"27648","MAR08741","SLC25A10"
"27649","MAR08742","SLC25A10"
"27657","MAR08910","SLC29A1"
"27665","MAR00713","HIF1A"
"27676","MAR01443","SLC16A1"
"27681","MAR02407","ABCD1"
"27682","MAR02509","ABCD1"
"27685","MAR03007","SLC16A1"
"27686","MAR03008","IDH3G"
"33167","MAR03008","PDZD4"
"42071","MAR03008","ABCD1"
"51534","MAR03008","SLC6A8"
"61194","MAR03008","PNCK"
"7944","MAR03008","DUSP9"
"8804","MAR03008","SSR4"
"9658","MAR03008","SRPK3"
"10613","MAR03008","BCAP31"
"11435","MAR03008","PLXNB3"
"12417","MAR03008","L1CAM"
"27687","MAR03011","IDH3G"
"33168","MAR03011","PDZD4"
"42072","MAR03011","ABCD1"
"51535","MAR03011","SLC6A8"
"61195","MAR03011","PNCK"
"7945","MAR03011","DUSP9"
"8805","MAR03011","SSR4"
"9659","MAR03011","SRPK3"
"10614","MAR03011","BCAP31"
"11436","MAR03011","PLXNB3"
"12418","MAR03011","L1CAM"
"27688","MAR03013","IDH3G"
"33169","MAR03013","PDZD4"
"42073","MAR03013","ABCD1"
"51536","MAR03013","SLC6A8"
"61196","MAR03013","PNCK"
"7946","MAR03013","DUSP9"
"8806","MAR03013","SSR4"
"9660","MAR03013","SRPK3"
"10615","MAR03013","BCAP31"
"11437","MAR03013","PLXNB3"
"12419","MAR03013","L1CAM"
"27689","MAR03014","IDH3G"
"33170","MAR03014","PDZD4"
"42074","MAR03014","ABCD1"
"51537","MAR03014","SLC6A8"
"61197","MAR03014","PNCK"
"7947","MAR03014","DUSP9"
"8807","MAR03014","SSR4"
"9661","MAR03014","SRPK3"
"10616","MAR03014","BCAP31"
"11438","MAR03014","PLXNB3"
"12420","MAR03014","L1CAM"
"27690","MAR03017","IDH3G"
"33171","MAR03017","PDZD4"
"42075","MAR03017","ABCD1"
"51538","MAR03017","SLC6A8"
"61198","MAR03017","PNCK"
"7948","MAR03017","DUSP9"
"8808","MAR03017","SSR4"
"9662","MAR03017","SRPK3"
"10617","MAR03017","BCAP31"
"11439","MAR03017","PLXNB3"
"12421","MAR03017","L1CAM"
"27691","MAR03018","ABCD1"
"27692","MAR03019","ABCD1"
"27693","MAR03020","ABCD1"
"27694","MAR03021","ABCD1"
"27695","MAR03022","ABCD1"
"27696","MAR03023","ABCD1"
"27697","MAR03024","ABCD1"
"27698","MAR03025","ABCD1"
"27699","MAR03026","SLC22A5"
"27700","MAR03473","SLC25A17"
"27713","MAR04908","NME1-NME2"
"33172","MAR04908","NME3"
"42076","MAR04908","NME4"
"51539","MAR04908","NME5"
"61199","MAR04908","NME7"
"7949","MAR04908","AK9"
"8809","MAR04908","NME6"
"9663","MAR04908","NME1"
"10618","MAR04908","NME2"
"27716","MAR04930","SLC16A8"
"33173","MAR04930","SLC16A6"
"42077","MAR04930","SLC16A7"
"51540","MAR04930","SLC16A3"
"61200","MAR04930","SLC16A1"
"7950","MAR04930","SLC16A4"
"8811","MAR04930","SLC16A5"
"27718","MAR04986","SLC6A6"
"27723","MAR05452","SLC6A6"
"27732","MAR07646","SLC36A1"
"27765","MAR02585","PTGS2"
"33174","MAR02585","PTGS1"
"27769","MAR04535","SLC35A1"
"33175","MAR07796","NUP50"
"42078","MAR07796","NUP188"
"51541","MAR07796","NUP93"
"61201","MAR07796","NUP88"
"7951","MAR07796","NUP155"
"8812","MAR07796","NUP153"
"9664","MAR07796","NUP214"
"10619","MAR07796","NUP210"
"11440","MAR07796","NUP42"
"12422","MAR07796","NUP54"
"13336","MAR07796","NUP58"
"14334","MAR07796","NUP210L"
"15329","MAR07796","RANBP2"
"16253","MAR07796","NUP205"
"17244","MAR07796","NUP35"
"18238","MAR07796","NUP62CL"
"19236","MAR07796","NUP62"
"20201","MAR07796","LENG9"
"27808","MAR08476","SLC29A1"
"33176","MAR08476","SLC29A2"
"27831","MAR04314","ARCN1"
"33177","MAR04314","COPE"
"42079","MAR04314","COPA"
"51542","MAR04314","COPB1"
"61202","MAR04314","COPG2"
"7952","MAR04314","COPG1"
"8813","MAR04314","COPB2"
"27842","MAR01917","HDLBP"
"33178","MAR01917","NPC1"
"27850","MAR04907","NME1-NME2"
"33179","MAR04907","NME3"
"42080","MAR04907","NME4"
"51543","MAR04907","NME5"
"61203","MAR04907","NME7"
"7953","MAR04907","AK9"
"8814","MAR04907","NME6"
"9665","MAR04907","NME1"
"10620","MAR04907","NME2"
"27852","MAR05047","SLC25A19"
"27853","MAR05048","SLC36A1"
"27854","MAR05049","SLC36A1"
"27855","MAR05050","SLC36A1"
"27856","MAR05051","SLC36A1"
"27857","MAR05052","SLC36A1"
"27858","MAR05053","SLC36A1"
"27859","MAR05054","SLC36A1"
"27860","MAR05055","SLC36A1"
"27861","MAR05056","SLC36A1"
"27862","MAR05057","SLC36A1"
"27863","MAR05058","SLC36A1"
"27864","MAR05059","SLC36A1"
"27865","MAR05060","SLC36A1"
"27866","MAR05061","SLC36A1"
"27867","MAR05062","OCA2"
"33180","MAR05062","SLC36A1"
"27868","MAR05063","SLC36A1"
"27869","MAR05064","SLC36A1"
"27870","MAR05065","SLC36A1"
"27871","MAR05066","SLC36A1"
"27872","MAR05067","SLC36A1"
"27886","MAR07196","SLC17A5"
"27904","MAR07710","SLC29A3"
"27906","MAR07714","SLC29A3"
"27908","MAR07718","SLC29A3"
"27910","MAR07722","SLC29A3"
"27912","MAR07726","SLC29A3"
"27914","MAR07729","SLC29A3"
"27919","MAR07799","ATP6V0A1"
"33181","MAR07799","ATP6V1H"
"42081","MAR07799","ATP6AP1"
"51544","MAR07799","ATP6V0A4"
"61204","MAR07799","TCIRG1"
"7954","MAR07799","ATP6V0B"
"8815","MAR07799","ATP6V0D2"
"9666","MAR07799","ATP6V0D1"
"10621","MAR07799","ATP6V0A2"
"11441","MAR07799","ATP6V0C"
"27940","MAR08355","SLC36A1"
"27948","MAR08688","SLC36A1"
"27955","MAR08887","SLC17A5"
"27956","MAR08908","SLC17A5"
"27957","MAR08928","SLC36A1"
"28027","MAR09793","SLC27A5"
"28033","MAR00731","CERT1"
"28037","MAR00918","SLC35A3"
"33182","MAR00918","SLC35D2"
"42082","MAR00918","SLC35B4"
"28038","MAR01916","HDLBP"
"33183","MAR01916","NPC1"
"28039","MAR04125","SLC35B4"
"28044","MAR06578","ARCN1"
"33184","MAR06578","COPE"
"42083","MAR06578","COPA"
"51546","MAR06578","COPB1"
"61205","MAR06578","COPG2"
"7955","MAR06578","COPG1"
"8816","MAR06578","COPB2"
"28049","MAR07433","SLC35A2"
"28050","MAR07434","SLC35D2"
"28053","MAR07675","SLC2A1"
"28054","MAR07693","SLC35A1"
"28055","MAR07694","SLC9A7"
"33186","MAR07694","SLC9A8"
"28056","MAR07695","SLC9A7"
"33187","MAR07695","SLC9A8"
"28057","MAR07733","SLC35C1"
"28058","MAR07740","SLC35B2"
"28059","MAR07743","KPNA6"
"33188","MAR07743","XPO7"
"42084","MAR07743","XPO6"
"28060","MAR07759","SFXN3"
"28061","MAR07761","SLC29A4"
"28066","MAR08146","CERT1"
"28173","MAR08496","SLC16A12"
"33189","MAR08496","SLC16A9"
"42085","MAR08496","SLC16A13"
"28176","MAR08661","ABCA1"
"28181","MAR08857","SLC35A3"
"33190","MAR08857","SLC35D2"
"42086","MAR08857","SLC35B4"
"28191","MAR09199","SLC30A6"
"33191","MAR09199","SLC30A7"
"28203","MAR04313","ARCN1"
"33192","MAR04313","COPE"
"42087","MAR04313","COPA"
"51548","MAR04313","COPB1"
"61206","MAR04313","COPG2"
"7956","MAR04313","COPG1"
"8817","MAR04313","COPB2"
"28207","MAR00461","PCTP"
"28212","MAR00664","DAGLA"
"33193","MAR00664","DAGLB"
"28213","MAR00730","VAPA"
"33194","MAR00730","CERT1"
"42088","MAR00730","VAPB"
"51549","MAR00730","CSNK1G2"
"61207","MAR00730","PPM1L"
"7957","MAR00730","PRKD1"
"28214","MAR00768","CERT1"
"28228","MAR01392","PTGS2"
"33195","MAR01392","PTGS1"
"28240","MAR02777","SLC22A5"
"28246","MAR04856","GPI"
"33196","MAR04856","SLC37A4"
"28252","MAR04880","SLC35D1"
"28253","MAR04881","SLC35D2"
"28256","MAR04906","NME1-NME2"
"33198","MAR04906","NME3"
"42089","MAR04906","NME4"
"51550","MAR04906","NME5"
"61208","MAR04906","NME7"
"7958","MAR04906","AK9"
"8818","MAR04906","NME6"
"9667","MAR04906","NME1"
"10622","MAR04906","NME2"
"28260","MAR04942","SLC19A1"
"28262","MAR05004","CP"
"28264","MAR05027","SLC2A1"
"28272","MAR05342","SLC17A7"
"33199","MAR05342","SLC17A3"
"28275","MAR06385","SLC35A2"
"28276","MAR06386","SLC37A4"
"28293","MAR07649","SLCO1A2"
"33200","MAR07649","SLCO4A1"
"42090","MAR07649","SLCO1B3"
"51551","MAR07649","SLCO1B1"
"61209","MAR07649","SLCO1C1"
"28329","MAR08369","SLC35D1"
"28352","MAR09200","SLC39A7"
"28821","MAR00031","PLIN3"
"33201","MAR00031","FITM1"
"42091","MAR00031","PLIN2"
"51552","MAR00031","PLIN1"
"61210","MAR00031","PLIN4"
"7959","MAR00031","BSCL2"
"8819","MAR00031","CIDEA"
"9668","MAR00031","FITM2"
"28822","MAR00032","PRKACA"
"33202","MAR00032","PRKACB"
"42092","MAR00032","PRKACG"
"51553","MAR00032","FABP4"
"61211","MAR00032","PPP1CA"
"7960","MAR00032","PPP1CC"
"8820","MAR00032","PPP1CB"
"28832","MAR00039","AOC1"
"33203","MAR00039","AOC3"
"42093","MAR00039","AOC2"
"28836","MAR00043","HIBCH"
"28839","MAR00046","ACP3"
"33204","MAR00046","ACP5"
"42094","MAR00046","ACP2"
"51554","MAR00046","ACP6"
"28843","MAR00050","SLC19A1"
"28844","MAR00051","ALDH2"
"33205","MAR00051","ALDH1B1"
"42095","MAR00051","ALDH4A1"
"28845","MAR00052","SLC18A1"
"33206","MAR00052","SLC18A2"
"28846","MAR00053","SLC19A1"
"28848","MAR00055","MAN2C1"
"28850","MAR00057","SLC33A1"
"28851","MAR00058","SLC18A3"
"28852","MAR00059","ACOX2"
"28853","MAR00060","SLC25A20"
"28855","MAR00062","NUDT9"
"28857","MAR00064","SLC25A20"
"28858","MAR00065","SLC18A1"
"33207","MAR00065","SLC18A2"
"28859","MAR00066","SLC36A1"
"28860","MAR00067","ALDH3A2"
"28861","MAR00068","ALPL"
"33208","MAR00068","ALPP"
"42096","MAR00068","ALPG"
"51555","MAR00068","ALPI"
"28862","MAR00069","AMACR"
"28863","MAR00070","AMACR"
"28864","MAR00071","AMACR"
"33209","MAR00072","SLC3A2"
"42097","MAR00072","AMY1B"
"51556","MAR00072","AMY1C"
"61212","MAR00072","AMY1A"
"7961","MAR00072","AMY2B"
"8821","MAR00072","AMY2A"
"28869","MAR00076","SLC25A20"
"28872","MAR00079","SLC25A15"
"33210","MAR00079","SLC25A2"
"28874","MAR00081","B3GNT3"
"28875","MAR00082","B3GNT3"
"28876","MAR00083","BAAT"
"28877","MAR00084","BAAT"
"28878","MAR00085","BAAT"
"28879","MAR00086","HLCS"
"28880","MAR00087","SLC32A1"
"28881","MAR00088","ALDH2"
"33211","MAR00088","ALDH1B1"
"42098","MAR00088","ALDH4A1"
"28884","MAR00091","BTD"
"28885","MAR00092","HLCS"
"28886","MAR00093","SLC16A1"
"28887","MAR00094","SLC5A6"
"28888","MAR00095","SLC19A3"
"28889","MAR00096","UPB1"
"28890","MAR00097","SLC16A1"
"28894","MAR00101","TM7SF2"
"28895","MAR00102","SLC25A20"
"28896","MAR00103","CPT1A"
"33212","MAR00103","CPT1C"
"42099","MAR00103","CPT1B"
"28897","MAR00104","CPT2"
"28898","MAR00105","SLC25A20"
"28899","MAR00106","SLC25A20"
"28900","MAR00107","SLC25A20"
"28901","MAR00108","CPT1A"
"33213","MAR00108","CPT1C"
"42108","MAR00108","CPT1B"
"28902","MAR00109","CPT2"
"28903","MAR00110","SLC25A20"
"28904","MAR00111","SLC25A20"
"28906","MAR00113","NSDHL"
"28907","MAR00114","NSDHL"
"28908","MAR00115","HSD17B4"
"28909","MAR00116","MSMO1"
"28910","MAR00117","NSDHL"
"28911","MAR00118","MSMO1"
"33214","MAR00118","NSDHL"
"28912","MAR00119","ATP2B4"
"33215","MAR00119","ATP2B3"
"42109","MAR00119","ATP2B1"
"51557","MAR00119","ATP2B2"
"28914","MAR00121","CDS2"
"33216","MAR00121","CDS1"
"28915","MAR00122","CDS2"
"33217","MAR00122","CDS1"
"28917","MAR00124","SLC25A15"
"33218","MAR00124","SLC25A2"
"28918","MAR00125","SLC25A1"
"28919","MAR00126","SLC26A6"
"28921","MAR00128","SLC25A20"
"28922","MAR00129","CRLS1"
"28924","MAR00131","COQ3"
"28926","MAR00133","COQ6"
"28927","MAR00134","COQ7"
"28930","MAR00137","SLC22A4"
"28932","MAR00139","CROT"
"33219","MAR00139","CRAT"
"28934","MAR00141","DGKZ"
"33220","MAR00141","DGKI"
"28936","MAR00143","SLC25A20"
"28937","MAR00144","SCD"
"28938","MAR00145","FADS2"
"28939","MAR00146","SCD"
"28940","MAR00147","SCD"
"28941","MAR00148","SCD"
"28942","MAR00149","FADS2"
"28943","MAR00150","FADS2"
"28944","MAR00151","FADS2"
"28945","MAR00152","FADS2"
"33221","MAR00152","FADS1"
"28946","MAR00181","FADS1"
"28947","MAR00186","FADS1"
"28953","MAR00222","DHCR24"
"28954","MAR00227","DHCR7"
"28955","MAR00228","DHCR7"
"28958","MAR00252","SLC25A20"
"28959","MAR00285","FDPS"
"28964","MAR00334","SLC18A1"
"33222","MAR00334","SLC18A2"
"28965","MAR00441","MVD"
"28966","MAR00442","DAO"
"28967","MAR00443","EBP"
"28968","MAR00445","EBP"
"28970","MAR00451","SLC25A20"
"28971","MAR00452","CPT1A"
"33223","MAR00452","CPT1C"
"42110","MAR00452","CPT1B"
"28972","MAR00455","CPT2"
"28973","MAR00465","SLC25A20"
"28974","MAR00471","ENGASE"
"28975","MAR00472","ENGASE"
"28983","MAR00563","ETFDH"
"29041","MAR00723","OLAH"
"29042","MAR00724","OLAH"
"29043","MAR00725","OLAH"
"29044","MAR00726","OLAH"
"29047","MAR00729","OLAH"
"29048","MAR00737","ACSL1"
"29049","MAR00739","SLC27A2"
"29050","MAR00740","SLC27A2"
"29051","MAR00742","ACSM1"
"29052","MAR00743","ELOVL5"
"33224","MAR00743","ELOVL4"
"42111","MAR00743","ELOVL6"
"51558","MAR00743","ELOVL2"
"29053","MAR00745","ELOVL5"
"33225","MAR00745","ELOVL4"
"42112","MAR00745","ELOVL6"
"51559","MAR00745","ELOVL2"
"29054","MAR00747","ELOVL5"
"33226","MAR00747","ELOVL4"
"42113","MAR00747","ELOVL6"
"51560","MAR00747","ELOVL2"
"29055","MAR00749","ELOVL5"
"33227","MAR00749","ELOVL4"
"42114","MAR00749","ELOVL6"
"51561","MAR00749","ELOVL2"
"29056","MAR00751","ACADM"
"29057","MAR00752","ACADM"
"33228","MAR00752","ACADS"
"29058","MAR00755","ACADM"
"33229","MAR00755","ACADS"
"29059","MAR00756","ACADM"
"33230","MAR00756","ACADS"
"29060","MAR00757","ACADM"
"33231","MAR00757","ACADS"
"29062","MAR00764","ACADM"
"33232","MAR00764","ACADS"
"29063","MAR00772","ACADM"
"33233","MAR00772","ACADS"
"29064","MAR00774","ACADM"
"29065","MAR00776","ACADM"
"33234","MAR00776","ACADS"
"29067","MAR00778","ACADM"
"33235","MAR00778","ACADS"
"29068","MAR00780","ACADM"
"33236","MAR00780","ACADS"
"29069","MAR00784","ACADM"
"33237","MAR00784","ACADS"
"29070","MAR00785","ACADM"
"33238","MAR00785","ACADS"
"29071","MAR00788","ACADM"
"33239","MAR00788","ACADS"
"29072","MAR00789","ACADM"
"33240","MAR00789","ACADS"
"29073","MAR00799","ACADM"
"33241","MAR00799","ACADS"
"29075","MAR00818","ACADM"
"33242","MAR00818","ACADS"
"29077","MAR00869","ACADM"
"33243","MAR00869","ACADS"
"29079","MAR00874","ACADM"
"33244","MAR00874","ACADS"
"29080","MAR00916","ACADM"
"33245","MAR00916","ACADS"
"29081","MAR00922","ACADM"
"33246","MAR00922","ACADS"
"29082","MAR00923","ACADM"
"33247","MAR00923","ACADS"
"29084","MAR00930","ACADM"
"33248","MAR00930","ACADS"
"29086","MAR00965","ACADM"
"33249","MAR00965","ACADS"
"29088","MAR00970","ACADM"
"33250","MAR00970","ACADS"
"29097","MAR01009","ACADM"
"33251","MAR01009","ACADS"
"29173","MAR01036","FASN"
"29174","MAR01038","ALDOB"
"29175","MAR01044","FECH"
"29177","MAR01047","SLC19A1"
"29184","MAR01083","FUT1"
"29185","MAR01118","FUT3"
"29186","MAR01141","FUT9"
"29187","MAR01169","GPD2"
"29188","MAR01314","SLC32A1"
"29192","MAR01351","B4GALNT1"
"29193","MAR01353","GALNT7"
"33252","MAR01353","GALNT3"
"42115","MAR01353","GALNT12"
"51562","MAR01353","GALNT8"
"61213","MAR01353","GALNT15"
"7962","MAR01353","GALNT5"
"8822","MAR01353","GALNT6"
"9669","MAR01353","GALNT1"
"10623","MAR01353","GALNT2"
"11442","MAR01353","GALNT13"
"12423","MAR01353","GALNT14"
"13337","MAR01353","GALNT10"
"14335","MAR01353","GALNT11"
"15330","MAR01353","GALNT9"
"16254","MAR01353","GALNT4"
"29197","MAR01371","SHMT2"
"29198","MAR01372","ALDH2"
"33253","MAR01372","ALDH1B1"
"42116","MAR01372","ALDH4A1"
"29200","MAR01378","SLC5A1"
"29201","MAR01380","AGL"
"29204","MAR01386","SLC36A1"
"29205","MAR01396","SLC32A1"
"29206","MAR01397","FDPS"
"29207","MAR01399","PIGZ"
"29208","MAR01400","PIGZ"
"29211","MAR01439","CPT2"
"29212","MAR01441","SLC25A20"
"29213","MAR01442","SLC18A1"
"33254","MAR01442","SLC18A2"
"29215","MAR01446","HMGCR"
"29217","MAR01449","HMGCL"
"29218","MAR01450","HMOX1"
"33255","MAR01450","HMOX2"
"29219","MAR01452","SLC25A20"
"33256","MAR01453","LDHB"
"42117","MAR01453","LDHA"
"51563","MAR01453","LDHC"
"61214","MAR01453","LDHAL6A"
